pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
6129,merged_fixed,Bignoniaceae,Tabebuia rosea,other,572170.5538000002,2844286.6422000006,572167.0637500001,2844283.1521500004,572174.0438500004,2844290.1322500007
6130,polygon,Meliaceae,Swietenia mahagon,other,572169.1072000003,2844376.426600001,572163.7416000003,2844373.2897999994,572174.7571999999,2844382.962099999
6131,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572172.7985000003,2844344.9434000007,572169.3084500001,2844341.4533500005,572176.2885500004,2844348.433450001
6132,nomatch_fixed,Meliaceae,Swietenia mahagon,other,572163.9489000003,2844391.1495000008,572160.4588500002,2844387.6594500006,572167.4389500004,2844394.639550001
6133,nomatch_fixed,Meliaceae,Swietenia mahagon,other,572169.6374000002,2844391.0937000006,572166.1473500001,2844387.6036500004,572173.1274500004,2844394.5837500007
6134,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572241.0965000002,2844201.3268000004,572237.6064500001,2844197.8367500002,572244.5865500004,2844204.8168500005
6135,polygon,Arecaceae,Thrinax radiata,palm,572243.2634000003,2844200.845200001,572240.2185000004,2844199.237400001,572244.9105000002,2844203.7130999994
6136,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572237.7258000002,2844198.1166000008,572234.2357500001,2844194.6265500006,572241.2158500004,2844201.606650001
6137,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572235.3985000002,2844196.6721000005,572231.9084500001,2844193.1820500004,572238.8885500004,2844200.1621500007
6138,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572233.1418000002,2844194.2088000006,572229.6517500001,2844190.7187500005,572236.6318500004,2844197.6988500007
6139,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572230.7437000002,2844192.4989000005,572227.2536500001,2844189.0088500003,572234.2337500004,2844195.9889500006
6140,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572228.8176000003,2844189.930700001,572225.3275500002,2844186.4406500007,572232.3076500004,2844193.420750001
6141,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572226.2495000003,2844188.165100001,572222.7594500001,2844184.6750500007,572229.7395500004,2844191.655150001
6142,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572224.1629000002,2844186.0785000008,572220.6728500001,2844182.5884500006,572227.6529500004,2844189.568550001
6143,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572221.9158000003,2844184.3129000007,572218.4257500002,2844180.8228500006,572225.4058500004,2844187.802950001
6144,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572220.7678000003,2844181.6069000005,572217.2777500001,2844178.1168500003,572224.2578500004,2844185.0969500006
6145,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572217.2611000002,2844180.1397000006,572213.7710500001,2844176.6496500005,572220.7511500004,2844183.629750001
6146,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572215.4955000003,2844177.7321000006,572212.0054500002,2844174.2420500005,572218.9855500004,2844181.2221500007
6147,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572212.4458000002,2844176.0468000006,572208.9557500001,2844172.5567500005,572215.9358500004,2844179.5368500007
6148,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572208.1121000003,2844172.034,572204.6220500001,2844168.5439500003,572211.6021500004,2844175.5240500006
6149,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572210.5197000003,2844173.5588000007,572207.0296500002,2844170.0687500006,572214.0097500004,2844177.048850001
6150,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572194.9504000003,2844159.9157000007,572191.4603500002,2844156.4256500006,572198.4404500005,2844163.405750001
6151,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572196.8765000002,2844161.1997000007,572193.3864500001,2844157.7096500006,572200.3665500004,2844164.689750001
6152,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572205.8125000002,2844169.6883000005,572202.3224500001,2844166.1982500004,572209.3025500004,2844173.1783500006
6153,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572199.0434000003,2844163.7678000005,572195.5533500002,2844160.2777500004,572202.5334500005,2844167.2578500006
6154,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572203.4573000002,2844168.0213000006,572199.9672500001,2844164.5312500005,572206.9473500004,2844171.5113500007
6155,nomatch_fixed,Arecaceae,Thrinax radiata,palm,572201.6918000003,2844165.372900001,572198.2017500001,2844161.8828500006,572205.1818500004,2844168.862950001
6156,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572165.0215000003,2844179.0945000006,572161.5314500001,2844175.6044500005,572168.5115500004,2844182.5845500007
6157,merged_fixed,Arecaceae,Cocos nucifera,palm,572171.8372000003,2844168.1016000006,572168.3471500002,2844164.6115500005,572175.3272500004,2844171.591650001
6158,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572189.9747000003,2844183.1894000005,572186.4846500001,2844179.6993500004,572193.4647500004,2844186.6794500006
6159,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572189.9747000003,2844187.3626000006,572186.4846500001,2844183.8725500004,572193.4647500004,2844190.8526500007
6160,nomatch_fixed,Burseraceae,Bursera simaruba,other,572114.1069000002,2844338.7206000006,572110.6168500001,2844335.2305500004,572117.5969500004,2844342.2106500007
6161,merged_fixed,Arecaceae,Sabal palmetto,palm,572145.1422000002,2844301.3724000007,572141.6521500001,2844297.8823500006,572148.6322500004,2844304.862450001
6162,merged_fixed,Fagaceae,Quercus virginiana,other,572145.1127000003,2844301.6444000006,572141.6226500002,2844298.1543500004,572148.6027500004,2844305.1344500007
6163,polygon,Arecaceae,Sabal palmetto,palm,572146.8741000002,2844297.7052000007,572145.7895,2844294.0957999993,572151.027,2844299.8341000006
6164,merged_fixed,Casuarinaceae,Casuarina equisetifolia,other,572147.7253000003,2844284.1358000007,572144.2352500001,2844280.6457500006,572151.2153500004,2844287.625850001
6165,merged_fixed,Arecaceae,Sabal palmetto,palm,572148.0821000002,2844279.4942000005,572144.5920500001,2844276.0041500004,572151.5721500004,2844282.9842500007
6166,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572148.9402000003,2844278.2198000005,572145.4501500002,2844274.7297500004,572152.4302500004,2844281.7098500007
6167,nomatch_fixed,Moraceae,Ficus benghalensis,other,572148.8846000002,2844271.1478000004,572145.3945500001,2844267.6577500002,572152.3746500004,2844274.6378500005
6168,nomatch_fixed,Moraceae,Ficus benghalensis,other,572137.5656000003,2844276.2984000007,572134.0755500002,2844272.8083500005,572141.0556500005,2844279.788450001
6169,nomatch_fixed,Sapotaceae,Chrysophyllum oliviforme,other,572157.8731000003,2844262.8014000007,572154.3830500002,2844259.3113500006,572161.3631500005,2844266.291450001
6170,merged_fixed,Burseraceae,Bursera simaruba,other,572149.7673000003,2844258.9492000006,572146.2772500002,2844255.4591500005,572153.2573500004,2844262.4392500008
6171,merged_fixed,Casuarinaceae,Casuarina equisetifolia,other,572148.3106000003,2844254.5245000008,572144.8205500002,2844251.0344500006,572151.8006500005,2844258.014550001
6172,polygon,Sapotaceae,Chrysophyllum oliviforme,other,572149.7723000003,2844261.1262000008,572149.5972999996,2844258.9769,572155.1913000001,2844264.723099999
6173,merged_fixed,Fagaceae,Quercus virginiana,other,572149.6627000002,2844251.1444000006,572146.1726500001,2844247.6543500004,572153.1527500004,2844254.6344500007
6174,polygon,Arecaceae,Sabal palmetto,palm,572151.7752000003,2844237.8776000007,572146.6563,2844234.0297999997,572152.079,2844239.4214999992
6175,merged_fixed,Arecaceae,Sabal palmetto,palm,572153.815,2844216.3396000005,572150.3249500002,2844212.8495500004,572157.3050500004,2844219.8296500007
6176,merged_fixed,Arecaceae,Sabal palmetto,palm,572152.0118000003,2844225.8188000005,572148.5217500002,2844222.3287500003,572155.5018500005,2844229.3088500006
6177,merged_fixed,Arecaceae,Sabal palmetto,palm,572153.3516000003,2844217.9304000004,572149.8615500001,2844214.4403500003,572156.8416500004,2844221.4204500006
6178,merged_fixed,Arecaceae,Cocos nucifera,palm,572139.0596000003,2844220.243000001,572135.5695500001,2844216.7529500006,572142.5496500004,2844223.733050001
6179,polygon,Casuarinaceae,Casuarina equisetifolia,other,572140.1139000002,2844241.2577000004,572135.4271999998,2844240.458799999,572144.0822999999,2844250.8266000003
6180,merged_fixed,Casuarinaceae,Casuarina equisetifolia,other,572152.6924000003,2844219.404400001,572149.2023500002,2844215.9143500007,572156.1824500004,2844222.894450001
6181,polygon,Myrtaceae,Pimenta racemosa,other,572170.4634000002,2844227.5753000006,572168.1617,2844226.8057000004,572171.9505000003,2844230.5692
6182,polygon,Meliaceae,Swietenia mahagon,other,572180.6356000003,2844212.5806000005,572176.5148999998,2844206.9672999997,572187.9029000001,2844218.9672
6183,merged_fixed,Meliaceae,Swietenia mahagon,other,572174.909,2844207.080100001,572171.4189500001,2844203.5900500007,572178.3990500004,2844210.570150001
6184,merged_fixed,Meliaceae,Swietenia mahagon,other,572169.8606000002,2844201.504200001,572166.3705500001,2844198.0141500006,572173.3506500004,2844204.994250001
6185,nomatch_fixed,Malvaceae,Thespesia populnea,other,572156.4134000003,2844206.0478000008,572152.9233500002,2844202.5577500006,572159.9034500004,2844209.537850001
6186,nomatch_fixed,Casuarinaceae,Casuarina equisetifolia,other,572156.8453000003,2844201.9641000004,572153.3552500001,2844198.4740500003,572160.3353500004,2844205.4541500006
6187,nomatch_fixed,Moraceae,Ficus benghalensis,other,572161.5415000003,2844184.569700001,572158.0514500001,2844181.0796500007,572165.0315500004,2844188.059750001
6188,nomatch_fixed,Myrtaceae,Pimenta racemosa,other,572161.782,2844179.6331000007,572158.2919500001,2844176.1430500005,572165.2720500004,2844183.123150001
6189,polygon,Myrtaceae,Pimenta racemosa,other,572166.9441000003,2844180.240500001,572164.4446,2844178.2035000008,572170.2227999996,2844185.0107000005
6190,nomatch_fixed,Myrtaceae,Pimenta racemosa,other,572158.5935000003,2844188.1356000006,572155.1034500002,2844184.6455500005,572162.0835500004,2844191.6256500008
6191,nomatch_fixed,Fabaceae,Lysiloma sabicu,other,572165.738,2844172.5958000007,572162.2479500001,2844169.1057500006,572169.2280500004,2844176.085850001
6192,merged_fixed,Arecaceae,Cocos nucifera,palm,572171.8372000003,2844168.1016000006,572168.3471500002,2844164.6115500005,572175.3272500004,2844171.591650001
6193,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572196.8765000002,2844192.1778000006,572193.3864500001,2844188.6877500005,572200.3665500004,2844195.667850001
6194,polygon,Burseraceae,Bursera simaruba,other,572185.2396000003,2844188.743000001,572179.7166,2844185.9934,572188.5657000002,2844194.4453
6195,polygon,Burseraceae,Bursera simaruba,other,572193.4384000002,2844192.9183000005,572189.608,2844188.2094,572197.0034999996,2844198.2521
6196,polygon,Burseraceae,Bursera simaruba,other,572203.7783000002,2844194.2644000007,572196.6185999997,2844191.3148,572206.7224000003,2844201.0
6197,nomatch_fixed,Burseraceae,Bursera simaruba,other,572200.7287000003,2844187.3626000006,572197.2386500002,2844183.8725500004,572204.2187500005,2844190.8526500007
6198,nomatch_fixed,Burseraceae,Bursera simaruba,other,572193.7339000002,2844181.7133000004,572190.2438500001,2844178.2232500003,572197.2239500004,2844185.2033500005
6199,merged_fixed,Arecaceae,Sabal palmetto,palm,572223.6011000003,2844196.1905000005,572220.1110500002,2844192.7004500004,572227.0911500005,2844199.6805500006
6200,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572220.4956000003,2844207.2308000005,572217.0055500001,2844203.7407500003,572223.9856500004,2844210.7208500006
6201,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572223.1915000003,2844209.1952000004,572219.7014500002,2844205.7051500003,572226.6815500004,2844212.6852500006
6202,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572225.7083000003,2844210.967200001,572222.2182500002,2844207.4771500006,572229.1983500004,2844214.457250001
6203,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572221.5837000003,2844208.743000001,572218.0936500002,2844205.2529500006,572225.0737500004,2844212.233050001
6204,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572228.106,2844213.108100001,572224.6159500001,2844209.6180500006,572231.5960500004,2844216.598150001
6205,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572230.2911000003,2844214.9164000005,572226.8010500001,2844211.4263500003,572233.7811500004,2844218.4064500006
6206,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572232.4762000003,2844216.1974000004,572228.9861500001,2844212.7073500003,572235.9662500004,2844219.6874500006
6207,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572233.9832000002,2844217.8552000006,572230.4931500001,2844214.3651500004,572237.4732500004,2844221.3452500007
6208,merged_fixed,Myrtaceae ,Eugenia uniflora,other,572223.0926000003,2844198.4427000005,572219.6025500002,2844194.9526500003,572226.5826500005,2844201.9327500006
6209,merged_fixed,Myrtaceae ,Eugenia uniflora,other,572226.248,2844200.8464000006,572222.7579500001,2844197.3563500005,572229.7380500004,2844204.3364500008
6210,merged_fixed,Myrtaceae ,Eugenia uniflora,other,572229.384,2844203.0487000006,572225.8939500002,2844199.5586500005,572232.8740500004,2844206.5387500008
6211,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572232.1358000003,2844205.9112000004,572228.6457500001,2844202.4211500003,572235.6258500004,2844209.4012500006
6212,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572236.3767000003,2844209.7227000007,572232.8866500001,2844206.2326500006,572239.8667500004,2844213.212750001
6213,polygon,Arecaceae,Sabal palmetto,palm,572224.8049000002,2844200.203200001,572222.5576,2844198.427,572226.0016000001,2844202.9026999995
6214,merged_fixed,Arecaceae,Sabal palmetto,palm,572227.6539000003,2844199.5451000007,572224.1638500001,2844196.0550500005,572231.1439500004,2844203.035150001
6215,merged_fixed,Arecaceae,Sabal palmetto,palm,572228.2567000003,2844201.3535000007,572224.7666500001,2844197.8634500005,572231.7467500004,2844204.843550001
6216,merged_fixed,Arecaceae,Sabal palmetto,palm,572231.4901000003,2844202.7935000006,572228.0000500001,2844199.3034500005,572234.9801500004,2844206.2835500007
6217,nomatch_fixed,Fagaceae,Quercus virginiana,other,572289.6125000003,2844142.8787000007,572286.1224500001,2844139.3886500006,572293.1025500004,2844146.368750001
6218,nomatch_fixed,Fabaceae,Delonix regia,other,572179.1448000002,2844131.4013000005,572175.6547500001,2844127.9112500004,572182.6348500004,2844134.8913500006
6219,polygon,Arecaceae,Cocos nucifera,palm,572190.9575000003,2844097.3993000006,572187.6201,2844093.5251,572194.657,2844101.2522
6220,merged_fixed,Arecaceae,Cocos nucifera,palm,572186.3163000003,2844097.308000001,572182.8262500002,2844093.8179500005,572189.8063500004,2844100.798050001
6221,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572180.2369000003,2844100.6589000006,572176.7468500001,2844097.1688500005,572183.7269500004,2844104.1489500008
6222,merged_fixed,Arecaceae,Cocos nucifera,palm,572183.3153000002,2844099.7655000007,572179.8252500001,2844096.2754500005,572186.8053500004,2844103.255550001
6223,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572179.8509000003,2844139.5577000007,572176.3608500002,2844136.0676500006,572183.3409500004,2844143.047750001
6224,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572177.944,2844141.7211000007,572174.4539500001,2844138.2310500005,572181.4340500004,2844145.211150001
6225,nomatch_fixed,Fabaceae,Lysiloma sabicu,other,572174.8393000002,2844143.0422000005,572171.3492500001,2844139.5521500004,572178.3293500004,2844146.5322500006
6226,merged_fixed,Moraceae,Ficus benghalensis,other,572166.7164000003,2844127.327900001,572163.2263500001,2844123.8378500007,572170.2064500004,2844130.817950001
6227,polygon,Moraceae,Ficus benghalensis,other,572174.7158000002,2844111.4105000007,572172.7685000002,2844102.4431999996,572182.36,2844112.6457
6228,merged_fixed,Arecaceae,Cocos nucifera,palm,572200.0777000003,2844113.2501000008,572196.5876500001,2844109.7600500006,572203.5677500004,2844116.740150001
6229,merged_fixed,Arecaceae,Cocos nucifera,palm,572202.0927000003,2844107.9696000004,572198.6026500001,2844104.4795500003,572205.5827500004,2844111.4596500006
6230,nomatch_fixed,Fabaceae,Delonix regia,other,572196.1713000003,2844114.9537000004,572192.6812500001,2844111.4636500003,572199.6613500004,2844118.4437500006
6231,polygon,Fagaceae,Quercus virginiana,other,572218.1107000003,2844093.6216000007,572215.0461,2844091.3509,572222.424,2844098.1816000007
6232,merged_fixed,Moraceae,Ficus benghalensis,other,572201.0299000003,2844085.0433000005,572197.5398500002,2844081.5532500003,572204.5199500005,2844088.5333500006
6233,merged_fixed,Arecaceae,Cocos nucifera,palm,572213.404,2844102.0482000005,572209.9139500002,2844098.5581500004,572216.8940500005,2844105.5382500007
6234,merged_fixed,Arecaceae,Cocos nucifera,palm,572215.0742000003,2844099.3152000005,572211.5841500001,2844095.8251500004,572218.5642500004,2844102.8052500007
6235,merged_fixed,Arecaceae,Cocos nucifera,palm,572218.3385000003,2844101.4409000007,572214.8484500002,2844097.9508500006,572221.8285500004,2844104.930950001
6236,merged_fixed,Arecaceae,Cocos nucifera,palm,572204.9015000003,2844081.1716000005,572201.4114500001,2844077.6815500003,572208.3915500004,2844084.6616500006
6237,merged_fixed,Arecaceae,Cocos nucifera,palm,572200.4226000003,2844078.8182000006,572196.9325500001,2844075.3281500004,572203.9126500004,2844082.3082500007
6238,merged_fixed,Arecaceae,Cocos nucifera,palm,572200.6503000003,2844081.7789000007,572197.1602500002,2844078.2888500006,572204.1403500005,2844085.268950001
6239,nomatch_fixed,Fagaceae,Quercus virginiana,other,572195.2714000003,2844068.2655000007,572191.7813500002,2844064.7754500005,572198.7614500005,2844071.755550001
6240,nomatch_fixed,Fagaceae,Quercus virginiana,other,572190.2957000002,2844063.7713000006,572186.8056500001,2844060.2812500005,572193.7857500004,2844067.2613500007
6241,nomatch_fixed,Fagaceae,Quercus virginiana,other,572180.832,2844058.126000001,572177.3419500001,2844054.6359500005,572184.3220500004,2844061.616050001
6242,nomatch_fixed,Myrtaceae ,Eugenia uniflora,other,572181.6093000002,2844062.2906000004,572178.1192500001,2844058.8005500003,572185.0993500004,2844065.7806500006
6243,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572182.9423000002,2844063.8495000005,572179.4522500001,2844060.3594500003,572186.4323500004,2844067.3395500006
6244,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572189.4711000003,2844069.5786000006,572185.9810500002,2844066.0885500005,572192.9611500005,2844073.0686500007
6245,polygon,Meliaceae,Swietenia mahagon,other,572322.2976000003,2844193.727600001,572321.0004000003,2844190.899,572326.2467999998,2844196.2749000005
6246,nomatch_fixed,Burseraceae,Bursera simaruba,other,572272.6899000002,2844231.9783000005,572269.1998500001,2844228.4882500004,572276.1799500004,2844235.4683500007
6247,merged_fixed,Arecaceae,Cocos nucifera,palm,572298.7285000003,2844428.8107000007,572295.2384500002,2844425.3206500006,572302.2185500005,2844432.300750001
6248,merged_fixed,Arecaceae,Cocos nucifera,palm,572301.186,2844426.8994000005,572297.6959500001,2844423.4093500003,572304.6760500004,2844430.3894500006
6249,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572294.305,2844424.9147000005,572290.8149500001,2844421.4246500004,572297.7950500004,2844428.4047500007
6250,polygon,Arecaceae,Cocos nucifera,palm,572296.4718000003,2844422.507000001,572293.0911999997,2844419.8363000005,572297.9545,2844425.5855
6251,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572291.4246000003,2844421.575000001,572287.9345500001,2844418.0849500005,572294.9146500004,2844425.065050001
6252,merged_fixed,Boraginaceae,Cordia sebestena,other,572293.1383000002,2844432.7469000006,572289.6482500001,2844429.2568500005,572296.6283500004,2844436.2369500007
6253,merged_fixed,Boraginaceae,Cordia sebestena,other,572301.6638000003,2844418.0255000005,572298.1737500002,2844414.5354500003,572305.1538500005,2844421.5155500006
6254,merged_fixed,Boraginaceae,Cordia sebestena,other,572300.665,2844419.2992000007,572297.1749500001,2844415.8091500006,572304.1550500004,2844422.789250001
6255,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572306.3778000002,2844413.6567000006,572302.8877500001,2844410.1666500005,572309.8678500004,2844417.146750001
6256,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572299.682,2844440.9655000004,572296.1919500001,2844437.4754500003,572303.1720500004,2844444.4555500005
6257,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572301.7441000002,2844441.9878000007,572298.2540500001,2844438.4977500006,572305.2341500004,2844445.477850001
6258,nomatch_fixed,Fagaceae,Quercus virginiana,other,572269.9077000003,2844567.7669000006,572266.4176500002,2844564.2768500005,572273.3977500005,2844571.2569500008
6259,nomatch_fixed,Fagaceae,Quercus virginiana,other,572277.1306000003,2844563.433200001,572273.6405500001,2844559.9431500006,572280.6206500004,2844566.923250001
6260,nomatch_fixed,Fagaceae,Quercus virginiana,other,572283.8719000003,2844560.223000001,572280.3818500001,2844556.7329500006,572287.3619500004,2844563.713050001
6261,nomatch_fixed,Fagaceae,Quercus virginiana,other,572298.3979000003,2844555.7288000006,572294.9078500002,2844552.2387500005,572301.8879500005,2844559.2188500008
6262,nomatch_fixed,Fagaceae,Quercus virginiana,other,572289.8107000003,2844549.469000001,572286.3206500001,2844545.9789500004,572293.3007500004,2844552.9590500006
6263,merged_fixed,Fagaceae,Quercus virginiana,other,572288.3378000003,2844543.2089000004,572284.8477500002,2844539.7188500003,572291.8278500005,2844546.6989500006
6264,merged_fixed,Fagaceae,Quercus virginiana,other,572282.4817000002,2844541.0216000006,572278.9916500001,2844537.5315500004,572285.9717500004,2844544.5116500007
6265,nomatch_fixed,Fagaceae,Quercus virginiana,other,572278.7357000003,2844553.1606000005,572275.2456500002,2844549.6705500004,572282.2257500004,2844556.6506500007
6266,nomatch_fixed,Fagaceae,Quercus virginiana,other,572287.0821000002,2844147.2355000004,572283.5920500001,2844143.7454500003,572290.5721500004,2844150.7255500006
6267,nomatch_fixed,Fagaceae,Quercus virginiana,other,572283.0939000003,2844151.3169000004,572279.6038500002,2844147.8268500003,572286.5839500005,2844154.8069500006
6268,nomatch_fixed,Fagaceae,Quercus virginiana,other,572276.9382000003,2844144.671000001,572273.4481500002,2844141.1809500004,572280.4282500005,2844148.1610500007
6269,nomatch_fixed,Fagaceae,Quercus virginiana,other,572280.7404000002,2844141.2203000006,572277.2503500001,2844137.7302500005,572284.2304500004,2844144.7103500008
6270,nomatch_fixed,Fagaceae,Quercus virginiana,other,572283.5509000003,2844136.642,572280.0608500001,2844133.1519500003,572287.0409500004,2844140.1320500006
6271,nomatch_fixed,Fagaceae,Quercus virginiana,other,572270.1883000003,2844139.5501000006,572266.6982500001,2844136.0600500004,572273.6783500004,2844143.0401500007
6272,nomatch_fixed,Fagaceae,Quercus virginiana,other,572273.9081000002,2844135.7543000006,572270.4180500001,2844132.2642500005,572277.3981500004,2844139.2443500008
6273,nomatch_fixed,Fagaceae,Quercus virginiana,other,572277.7039000003,2844131.3513000007,572274.2138500002,2844127.8612500005,572281.1939500005,2844134.841350001
6274,merged_fixed,Fagaceae,Quercus virginiana,other,572260.2868000002,2844544.979500001,572256.7967500001,2844541.4894500007,572263.7768500004,2844548.469550001
6275,merged_fixed,Arecaceae,Sabal palmetto,palm,572262.7288000003,2844535.228400001,572259.2387500001,2844531.7383500007,572266.2188500004,2844538.718450001
6276,merged_fixed,Arecaceae,Sabal palmetto,palm,572263.5822000003,2844533.0288000004,572260.0921500002,2844529.5387500003,572267.0722500004,2844536.5188500006
6277,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572256.9319000003,2844566.0673000007,572253.4418500002,2844562.5772500006,572260.4219500005,2844569.557350001
6278,nomatch_fixed,Arecaceae,zombie antillarum,palm,572260.0247000003,2844554.64,572256.5346500002,2844551.1499500005,572263.5147500004,2844558.1300500007
6279,nomatch_fixed,Arecaceae,zombie antillarum,palm,572258.3047000003,2844556.9287000005,572254.8146500002,2844553.4386500004,572261.7947500005,2844560.4187500007
6280,merged_fixed,Arecaceae,zombie antillarum,palm,572260.8557000003,2844548.4252000004,572257.3656500002,2844544.9351500003,572264.3457500004,2844551.9152500005
6281,polygon,Arecaceae,zombie antillarum,palm,572257.3624000002,2844554.2396000004,572255.7610999998,2844554.083799999,572258.6653000005,2844558.7465000004
6282,merged_fixed,Arecaceae,zombie antillarum,palm,572259.6325000003,2844548.489000001,572256.1424500002,2844544.9989500004,572263.1225500004,2844551.9790500007
6283,nomatch_fixed,Arecaceae,zombie antillarum,palm,572254.4471000002,2844553.5252000005,572250.9570500001,2844550.0351500004,572257.9371500004,2844557.0152500006
6284,merged_fixed,Arecaceae,zombie antillarum,palm,572259.0529000002,2844547.4923000005,572255.5628500001,2844544.0022500004,572262.5429500004,2844550.9823500006
6285,nomatch_fixed,Arecaceae,zombie antillarum,palm,572255.5912000003,2844553.8793000006,572252.1011500001,2844550.3892500005,572259.0812500004,2844557.3693500008
6286,merged_fixed,Arecaceae,zombie antillarum,palm,572261.1295000003,2844547.6861000005,572257.6394500001,2844544.1960500004,572264.6195500004,2844551.1761500007
6287,merged_fixed,Arecaceae,zombie antillarum,palm,572261.6904000003,2844548.6188000008,572258.2003500002,2844545.1287500006,572265.1804500005,2844552.108850001
6288,merged_fixed,Arecaceae,zombie antillarum,palm,572261.9184000003,2844548.1933000004,572258.4283500002,2844544.7032500003,572265.4084500005,2844551.6833500005
6289,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572257.4098000003,2844564.306000001,572253.9197500001,2844560.8159500007,572260.8998500004,2844567.796050001
6290,nomatch_fixed,Myrtaceae,Myrcianthes fragrans,other,572261.1574000003,2844542.5769000007,572257.6673500001,2844539.0868500005,572264.6474500004,2844546.066950001
6291,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572257.7725000003,2844562.259000001,572254.2824500002,2844558.7689500004,572261.2625500005,2844565.7490500007
6292,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572258.9567000003,2844559.807100001,572255.4666500002,2844556.3170500007,572262.4467500005,2844563.297150001
6293,nomatch_fixed,Myrtaceae,Myrcianthes fragrans,other,572262.4199000003,2844537.1959000006,572258.9298500002,2844533.7058500005,572265.9099500005,2844540.685950001
6294,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572266.7747000003,2844526.847400001,572263.2846500002,2844523.3573500006,572270.2647500004,2844530.337450001
6295,nomatch_fixed,Arecaceae, Bismarckia nobilis,palm,572260.7596000002,2844537.0854000007,572257.2695500001,2844533.5953500005,572264.2496500004,2844540.575450001
6296,nomatch_fixed,Arecaceae, Bismarckia nobilis,palm,572260.8875000003,2844535.6848000004,572257.3974500002,2844532.1947500003,572264.3775500004,2844539.1748500005
6297,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572284.8911000002,2844512.0411000005,572281.4010500001,2844508.5510500004,572288.3811500004,2844515.5311500006
6298,merged_fixed,Combretaceae,Conocarpus erectus,other,572291.6084000003,2844509.2464000005,572288.1183500001,2844505.7563500004,572295.0984500004,2844512.7364500007
6299,merged_fixed,Combretaceae,Conocarpus erectus,other,572292.4747000003,2844506.9371000007,572288.9846500001,2844503.4470500005,572295.9647500004,2844510.427150001
6300,merged_fixed,Combretaceae,Conocarpus erectus,other,572293.7732000003,2844504.9496000004,572290.2831500001,2844501.4595500003,572297.2632500004,2844508.4396500005
6301,merged_fixed,Fagaceae,Quercus virginiana,other,572288.7253000003,2844507.6762000006,572285.2352500001,2844504.1861500004,572292.2153500004,2844511.1662500007
6302,merged_fixed,Combretaceae,Conocarpus erectus,other,572294.9049000003,2844502.7598000006,572291.4148500002,2844499.2697500004,572298.3949500005,2844506.2498500007
6303,polygon,Fagaceae,Quercus virginiana,other,572290.0971000002,2844488.5661000004,572286.0499,2844486.8572000004,572295.9753,2844494.2205999997
